"Aaron"
"Bartosh"
"Bartosik"
"Bartoszek"
"Bartsch"
"Bartus"
"Bartusek"
"Barvenik"
"Barylak"
"Barynik"
"Barzakova"
"Basa"
"Basala"
"Basanda"
"Basco"
"Basha"
"Basifzka"
"Basista"
"Basistova"
"Basiszt"
"Basita"
"Baska"
"Baslach"
"Basnak"
"Bassar"
"Bastic"
"Basziszta"
"Bata"
"Bathory"
"Batik"
"Batka"
"Bator"
"Batsa"
"Batso"
"Batsov"
"Batusek"
"Batyk"
"Batyko"
"Batyo"
"Bauer"
"Baumgartner"
"Bavolar"
"Bavulcik"
"Bayuk"
"Bazar"
"Bazela"
"Baziak"
"Bazilides"
"Bazin"
"Bazsil"
"Beanisa"
"Bebej"
"Beber"
"Bebiak"
"Bebjak"
"Beblava"
"Beblavy"
"Beca"
"Becan"
"Becanek"
"Bechinsky"
"Beck"
"Becsi"
"Becsker"
"Becza"
"Bederka"
"Beding"
"Bednar"
"Bednarchak"
"Bednarcik"
"Bednardchik"
"Bednaric"
"Bednarik"
"Bednarova"
"Bedner"
"Bedova"
"Beduanik"
"Beer"
"Begala"
"Beganyi"
"Behil"
"Behrik"
"Behro"
"Behul"
"Behun"
"Behuncik"
"Behuncsin"
"Behyl"
"Bejda"
"Bejdak"
"Bekec"
"Bekes"
"Belacic"
"Belacsics"
"Belak"
"Belan"
"Belancz"
"Belansky"
"Belany"
"Belas"
"Belasko"
"Belasz"
"Belcik"
"Belechak"
"Belej"
"Belejcak"
"Beles"
"Beley"
"Belian"
"Belianska"
"Beliansky"
"Belicak"
"Belieszko"
"Belka"
"Belko"
"Bellay"
"Bellej"
"Belo"
"Belokostolsky"
"Belorit"
"Belosic"
"Belsterling"
"Belus"
"Belusch"
"Belush"
"Beluys"
"Belyak"
"Belyan"
"Belyanasin"
"Belyancsin"
"Belyo"
"Bena"
"Benac"
"Benacka"
"Benadik"
"Benak"
"Benarcik"
"Benatin"
"Benc"
"Benca"
"Bencat"
"Bencek"
"Bencik"
"Bencko"
"Benco"
"Bencsak"
"Bencsat"
"Bencsik"
"Bencsko"
"Bencur"
"Bencza"
"Benda"
"Bendari"
"Bendel"
"Bendik"
"Bendl"
"Bendus"
"Bendyk"
"Bendzala"
"Bendzalla"
"Bendzsak"
"Bendzuch"
"Benedick"
"Benedig"
"Benedik"
"Benedikt"
"Benei"
"Benej"
"Benek"
"Benesko"
"Beney"
"Beniak"
"Benicak"
"Beninghaus"
"Benisczak"
"Benko"
"Benkovic"
"Benkovich"
"Beno"
"Benocz"
"Benova"
"Benovic"
"Bensik"
"Bensko"
"Bensur"
"Benush"
"Benusic"
"Benusik"
"Benya"
"Benyak"
"Benyasko"
"Benyek"
"Benyiscak"
"Benyistsak"
"Benyko"
"Benyo"
"Benyovszky"
"Bepko"
"Beracka"
"Berak"
"Beran"
"Beranek"
"Bercik"
"Bercseny"
"Berczik"
"Berdesky"
"Berdis"
"Berecin"
"Bereczky"
"Beregini"
"Berenzany"
"Cabak"
"Cabal"
"Caban"
"Cabanik"
"Cabin"
"Cabosky"
"Cabuda"
"Cach"
"Cacka"
"Cacko"
"Cacula"
"Cacurak"
"Cadova"
"Cagacikova"
"Cagala"
"Caja"
"Cajka"
"Cajkastiahel"
"Calek"
"Caltik"
"Calupa"
"Calupca"
"Calupus"
"Calvin"
"Cambal"
"Cana"
"Canbucle"
"Canda"
"Canecka"
"Cankunko"
"Cano"
"Canthor"
"Canzer"
"Cap"
"Capak"
"Capka"
"Capko"
"Capkovic"
"Capkovice"
"Capos"
"Capulak"
"Car"
"Carak"
"Caran"
"Carbudo"
"Carik"
"Carnagursky"
"Carnogurska"
"Carnoky"
"Caro"
"Carska"
"Carsky"
"Caselnik"
"Casnocha"
"Cassa"
"Caval"
"Cavara"
"Cavarov"
"Cebera"
"Cebula"
"Cebulak"
"Cebulka"
"Cebulko"
"Cebulya"
"Cec"
"Cecehovska"
"Cecehovsky"
"Cech"
"Cecha"
"Cechvala"
"Cedeck"
"Cederle"
"Ceglar"
"Cehelynik"
"Cehlar"
"Cehula"
"Cejka"
"Cekan"
"Ceklosky"
"Cekovsky"
"Ceky"
"Celes"
"Celian"
"Celic"
"Celich"
"Celko"
"Cellary"
"Celuch"
"Cemanik"
"Cenky"
"Centek"
"Centko"
"Cepca"
"Cepka"
"Cepko"
"Ceplicka"
"Ceplicki"
"Ceplicky"
"Ceplo"
"Cepricky"
"Ceranek"
"Ceremsak"
"Ceremuga"
"Ceresnak"
"Cermak"
"Cernacek"
"Cernaj"
"Cernak"
"Cernan"
"Cernava"
"Cernega"
"Cernek"
"Cerni"
"Cerniga"
"Cernik"
"Cerno"
"Cernota"
"Cernovsky"
"Cernuska"
"Cerny"
"Cernyo"
"Cerstvik"
"Cerula"
"Cervanik"
"Cerven"
"Cervenak"
"Cervenka"
"Cervenko"
"Cervenkova"
"Cerveny"
"Cervenyak"
"Cerverna"
"Cervienka"
"Cesar"
"Ceselka"
"Cesnak"
"Cestak"
"Cevcsik"
"Cezak"
"Cezik"
"Chabak"
"Chabal"
"Chabalova"
"Chabaly"
"Chabica"
"Chabora"
"Chachalyak"
"Chachko"
"Chakan"
"Chaklos"
"Chalachou"
"Chalfa"
"Chalko"
"Challan"
"Chalupa"
"Chalupek"
"Chalupka"
"Chalupova"
"Chaly"
"Chalyesak"
"Chamulak"
"Chan"
"Chanat"
"Chanath"
"Chanaz"
"Chanda"
"Chando"
"Chandulya"
"Chany"
"Chapko"
"Chapkovich"
"Chappo"
"Charney"
"Charnigo"
"Charnogursky"
"Charnoky"
"Charnovsky"
"Charous"
"Charsky"
"Charvat"
"Chasko"
"Chastain"
"Chatt"
"Chavach"
"Chavaszka"
"Chavstak"
"Chavtur"
"Chebik"
"Checho"
"Check"
"Checkan"
"Checko"
"Chegash"
"Cheha"
"Cheheyl"
"Chekan"
"Chelcak"
"Chelko"
"Cherba"
"Cherepko"
"Chermak"
"Chernak"
"Chernek"
"Cherniga"
"Chernik"
"Chernisky"
"Cherok"
"Cherpak"
"Chertisky"
"Chervansky"
"Cherven"
"Chervenak"
"Chesmar"
"Chesnok"
"Chiarky"
"Chigo"
"Chilo"
"Chilyko"
"Chimic"
"Chinoransky"
"Chipka"
"Chirip"
"Chisarik"
"Chismar"
"Chitlyan"
"Chitry"
"Chizmar"
"Chladne"
"Chladny"
"Chlapec"
"Chlapecka"
"Chlaupek"
"Chlba"
"Chleback"
"Chlebak"
"Chlebik"
"Chlebovic"
"Chlebowski"
"Chlopik"
"Chloupek"
"Chlud"
"Chludik"
"Chlupak"
"Chmaros"
"Chmel"
"Chmela"
"Chmelar"
"Chmelia"
"Chmeliar"
"Chmelyar"
"Chmiel"
"Chmielowicz"
"Chmiko"
"Chmura"
"Chnapko"
"Chobak"
"Chobor"
"Chochol"
"Chochrun"
"Chochul"
"Chocla"
"Chodoba"
"Chodorov"
"Chodur"
"Chodura"
"Choltko"
"Choltkos"
"Choluj"
"Cholvadova"
"Cholvadt"
"Choma"
"Chomiak"
"Chomistek"
"Chomka"
"Chomova"
"Chonka"
"Chonko"
"Chopak"
"Chopko"
"Chorba"
"Chorbat"
"Choren"
"Chorey"
"Chornak"
"Chorniak"
"Choros"
"Chorvatovics"
"Chovan"
"Chovancak"
"Chovancek"
"Chovanczova"
"Chovanec"
"Chovanecz"
"Chovanitz"
"Chovany"
"Chovanyetz"
"Chowaniec"
"Chrapa"
"Chrapeck"
"Chrapko"
"Chrappa"
"Chrast"
"Chrastil"
"Chraszla"
"Chraszta"
"Chrenko"
"Chreno"
"Chrobak"
"Chrobanik"
"Chromanics"
"Chromco"
"Chromecek"
"Chromey"
"Chromiak"
"Chromik"
"Chromoho"
"Chromulak"
"Chrtjansky"
"Chrubi"
"Chrumka"
"Chrupko"
"Chrz"
"Chuba"
"Chubanak"
"Chuchran"
"Chuda"
"Chudanic"
"Chudi"
"Chudicek"
"Chudik"
"Chudikova"
"Chudoba"
"Chudy"
"Chuha"
"Chuhinko"
"Chuhran"
"Chukas"
"Chukran"
"Chulka"
"Chumanics"
"Chumrciork"
"Chunkolek"
"Chupinsky"
"Chupka"
"Chura"
"Churak"
"Churan"
"Churilla"
"Churpacovich"
"Chus"
"Chvala"
"Chvalik"
"Chvastek"
"Chvilicek"
"Chvostak"
"Chvostal"
"Chvotech"
"Chwerchak"
"Chyhalia"
"Chynoransky"
"Chyzne"
"Ciajka"
"Ciampor"
"Ciberejova"
"Cibik"
"Cibini"
"Cibrin"
"Cibula"
"Cibulas"
"Cibulka"
"Cibulko"
"Cibulkova"
"Cichy"
"Cicka"
"Cicmanec"
"Cicmanesz"
"Cicon"
"Cicvak"
"Cicvara"
"Cicvok"
"Cicwar"
"Cider"
"Ciebula"
"Cief"
"Ciernik"
"Cierny"
"Cifra"
"Cifranic"
"Cifranich"
"Cifrulak"
"Cigan"
"Ciganec"
"Ciganek"
"Ciganik"
"Ciganoc"
"Ciganocz"
"Cigany"
"Ciglan"
"Ciglyar"
"Cikos"
"Cimbal"
"Cimbala"
"Cimbalista"
"Cimbora"
"Cimburek"
"Cimo"
"Cina"
"Cincalova"
"Cincik"
"Cincirak"
"Cingalek"
"Cingel"
"Cintal"
"Cintula"
"Cipa"
"Cipala"
"Cipar"
"Ciparik"
"Cipka"
"Cipov"
"Ciprian"
"Ciprich"
"Cirak"
"Ciran"
"Cirbus"
"Cirka"
"Cirner"
"Cisar"
"Cisarik"
"Ciscon"
"Cismar"
"Cismarik"
"Cisor"
"Ciszek"
"Civka"
"Ciz"
"Cizek"
"Cizik"
"Cizmar"
"Clark"
"Clarus"
"Clela"
"Clovek"
"Cmajdeka"
"Cmar"
"Cmarada"
"Cmelo"
"Cmiko"
"Cmorej"
"Cmur"
"Cmydelka"
"Cobak"
"Cobanak"
"Cobej"
"Cobrda"
"Coch"
"Cokota"
"Colarcik"
"Colek"
"Coleman"
"Collak"
"Colopak"
"Coma"
"Compel"
"Conka"
"Conko"
"Consoro"
"Consuga"
"Cop"
"Copan"
"Copko"
"Copnak"
"Cora"
"Corik"
"Cormonak"
"Cornej"
"Cornij"
"Cornock"
"Corny"
"Coura"
"Covala"
"Covan"
"Covanec"
"Cravec"
"Cricony"
"Crihlar"
"Crip"
"Crmacek"
"Cromi"
"Cropofsky"
"Crvenko"
"Csabakova"
"Csabara"
"Csabat"
"Csabra"
"Csaczko"
"Csajka"
"Csajko"
"Csaki"
"Csaky"
"Dabronski"
"Dacho"
"Dacig"
"Dainska"
"Dajka"
"Daklik"
"Dalecik"
"Damics"
"Damoczi"
"Danajcsik"
"Danas"
"Danchak"
"Danchi"
"Dancho"
"Dancik"
"Dancisin"
"Danco"
"Dancs"
"Dancsik"
"Dancsin"
"Dancsisin"
"Dancso"
"Dandar"
"Danek"
"Danel"
"Danic"
"Daniel"
"Danielis"
"Danielisova"
"Danielovic"
"Danielovits"
"Daniels"
"Danihel"
"Danis"
"Danisovszky"
"Danjal"
"Danka"
"Dankanin"
"Dankanysin"
"Danko"
"Dankocik"
"Dankocsik"
"Dankovich"
"Dankovicov"
"Dankulich"
"Dantso"
"Danui"
"Danul"
"Danyelova"
"Danyi"
"Danyko"
"Danyo"
"Danzco"
"Darab"
"Dargaj"
"Darjansky"
"Darulya"
"Dassai"
"Datel"
"Datelinka"
"Datko"
"Datso"
"Daubner"
"Davala"
"Davcik"
"David"
"Davidcovia"
"Davidek"
"Deantsal"
"Debarbora"
"Debeli"
"Debnar"
"Debro"
"Decker"
"Dedeluk"
"Dedic"
"Dedinszky"
"Dehyl"
"Dekan"
"Deker"
"Delecki"
"Deliman"
"Demanovits"
"Demcak"
"Demchak"
"Demcsak"
"Demecsko"
"Demek"
"Demeter"
"Demian"
"Demjan"
"Demjanovic"
"Demjanovicova"
"Demjanovics"
"Demkanin"
"Demko"
"Demkovich"
"Demo"
"Democsko"
"Demoda"
"Demovic"
"Demscak"
"Demski"
"Demsko"
"Demsky"
"Demtsak"
"Demyan"
"Demyanovich"
"Dencho"
"Dendil"
"Dendis"
"Dendisovska"
"Deniscukova"
"Deppisch"
"Depta"
"Derak"
"Derbis"
"Derbish"
"Dercalik"
"Derekes"
"Derenom"
"Derenyik"
"Derer"
"Derma"
"Dermek"
"Desatnik"
"Desch"
"Desko"
"Desna"
"Dest"
"Deters"
"Detko"
"Deutsch"
"Devald"
"Devalt"
"Devan"
"Devecka"
"Devera"
"Devner"
"Dezubay"
"Diabelko"
"Diak"
"Diamant"
"Dian"
"Dianis"
"Dias"
"Dibala"
"Dic"
"Dicak"
"Dicky"
"Didalen"
"Didics"
"Didzek"
"Diegel"
"Diehl"
"Dietrich"
"Dietrick"
"Digon"
"Digos"
"Dijanics"
"Diky"
"Dil"
"Dilik"
"Dill"
"Dilsky"
"Dincik"
"Dinda"
"Dinga"
"Dinis"
"Dirbasz"
"Dirga"
"Diskant"
"Disko"
"Diurba"
"Diurisch"
"Diviak"
"Divijak"
"Divliak"
"Djacovski"
"Djorko"
"Djurica"
"Djurisch"
"Djurkovic"
"Dlabik"
"Dlhos"
"Dlhy"
"Dlubac"
"Dlubacs"
"Dlugas"
"Dlugi"
"Dlugolinsky"
"Dlugos"
"Dlugosh"
"Dlugovits"
"Dlugy"
"Dluhy"
"Dlusanin"
"Dluzanin"
"Dluzanski"
"Dluzsanin"
"Dmitrik"
"Dmytryszyn"
"Dobak"
"Doban"
"Dobas"
"Dobda"
"Dobeck"
"Dobias"
"Dobny"
"Dobos"
"Doboss"
"Dobran"
"Dobransky"
"Dobranszky"
"Dobrick"
"Dobrik"
"Dobronsky"
"Dobrovic"
"Dobrovice"
"Dobrovich"
"Dobrovits"
"Dobrovodska"
"Dobrovodszki"
"Dobrowolski"
"Dobrowoski"
"Dobryk"
"Dobsinski"
"Dochekal"
"Dodrv"
"Dohan"
"Dohany"
"Dohnalek"
"Doktorcsik"
"Dokulil"
"Dolak"
"Dolecek"
"Dolejsi"
"Dolezaj"
"Dolezal"
"Dolgos"
"Dolin"
"Dolinic"
"Dolinski"
"Dolinszky"
"Dolloch"
"Dolny"
"Dolnyak"
"Dolyak"
"Doman"
"Domanicz"
"Domaniczky"
"Domanizsa"
"Domarzek"
"Domazlicky"
"Dombrofsky"
"Dombrovszky"
"Domcek"
"Domer"
"Domian"
"Domin"
"Dominak"
"Dominik"
"Domko"
"Domlak"
"Domonkos"
"Domsky"
"Domyan"
"Donat"
"Donc"
"Donch"
"Donkanya"
"Dono"
"Doperak"
"Dopirak"
"Dopjera"
"Dopriak"
"Doptera"
"Doptiera"
"Dorcak"
"Dorcsak"
"Dorczek"
"Dordovic"
"Doricko"
"Dorin"
"Dorko"
"Dornick"
"Dornicks"
"Dornics"
"Dornik"
"Dorotzak"
"Dorulla"
"Dorunda"
"Doruscak"
"Dosek"
"Doskos"
"Dostal"
"Dotsic"
"Doubnich"
"Doulas"
"Doulej"
"Dov"
"Dovak"
"Dovala"
"Dovci"
"Dovda"
"Dovica"
"Drab"
"Drabant"
"Drabb"
"Drabek"
"Drabik"
"Drabischak"
"Drabiscsak"
"Drabjak"
"Dracula"
"Dragan"
"Draganovsky"
"Dragon"
"Dragos"
"Drahnak"
"Draho"
"Drahos"
"Drahosova"
"Drahovsky"
"Drancak"
"Dranchak"
"Dranchynaski"
"Dranczak"
"Dranko"
"Dranschak"
"Drapac"
"Drapp"
"Drappe"
"Draskovics"
"Dravecka"
"Draveczky"
"Drazka"
"Drazkovic"
"Drbel"
"Drbusek"
"Drcava"
"Drcska"
"Drda"
"Drdak"
"Drech"
"Drejanka"
"Drenchak"
"Drencseny"
"Drenguba"
"Drenko"
"Drevenak"
"Drevicky"
"Drevjanka"
"Drga"
"Drgas"
"Drhrapach"
"Drien"
"Drimak"
"Drimala"
"Drinka"
"Driska"
"Drjcsak"
"Drlicsak"
"Drnak"
"Drnja"
"Drobek"
"Drobenyak"
"Drobna"
"Drobnak"
"Drobny"
"Drobnyak"
"Droman"
"Dropp"
"Droppa"
"Drops"
"Droscar"
"Drotar"
"Drotzar"
"Drozd"
"Drozdik"
"Drozdirsky"
"Drozdyk"
"Droznik"
"Drsc"
"Drska"
"Druga"
"Drugacs"
"Drugatz"
"Drugo"
"Drugos"
"Drutarski"
"Drutarsky"
"Druzbacky"
"Druzgala"
"Druzka"
"Drycsalalia"
"Dsobak"
"Dsomba"
"Dsubak"
"Dsugan"
"Dsula"
"Dsunyo"
"Dsupa"
"Duacinsky"
"Dub"
"Dubaj"
"Dubak"
"Duban"
"Dubas"
"Dubcek"
"Dubchek"
"Dubec"
"Dubecka"
"Dubek"
"Dubin"
"Dubinszky"
"Dubnansky"
"Dubniansky"
"Dubnicka"
"Dubos"
"Dubove"
"Dubovec"
"Duboveczky"
"Dubovic"
"Dubovicky"
"Dubovsky"
"Dubrava"
"Dubravec"
"Dubravicky"
"Dubravkova"
"Dubravska"
"Dubravsky"
"Dubrawska"
"Dubrosky"
"Dubrovec"
"Dubrovska"
"Dubrovsky"
"Dubrovszky"
"Dubsky"
"Ducar"
"Duch"
"Duchala"
"Duchi"
"Duchnats"
"Duchnovics"
"Duchon"
"Duchony"
"Duchoslav"
"Ducs"
"Ducsay"
"Duczar"
"Duczer"
"Duda"
"Dudak"
"Dudas"
"Dudek"
"Dudiak"
"Dudics"
"Dudik"
"Dudilo"
"Dudinsky"
"Dudlak"
"Dudo"
"Dudocsak"
"Dudoscak"
"Dudova"
"Dudra"
"Dudrich"
"Dudzak"
"Dudzik"
"Dufala"
"Duffala"
"Duffek"
"Duffer"
"Duga"
"Dugas"
"Dugovic"
"Duhan"
"Dujaly"
"Dujavova"
"Dujcsak"
"Dujsik"
"Dukk"
"Dula"
"Dulacy"
"Dulaj"
"Dulay"
"Duleba"
"Dulik"
"Dulin"
"Dulina"
"Dullya"
"Dulovic"
"Dulya"
"Dulyak"
"Dulyina"
"Duman"
"Dumbier"
"Dunaj"
"Dunca"
"Edelman"
"Eged"
"Egnat"
"Egresky"
"Egri"
"Egyed"
"Eichenbaum"
"Eichenstein"
"Eiermann"
"Ekl"
"Ekoniak"
"Elash"
"Elasky"
"Elavsky"
"Elcheck"
"Elcik"
"Elias"
"Eliass"
"Elijas"
"Elizeus"
"Elko"
"Ellak"
"Ello"
"Elsik"
"Elzner"
"Ember"
"Emerich"
"Emriscak"
"Engel"
"Engelman"
"Enscio"
"Eperjesi"
"Erdek"
"Erdevick"
"Erdlyi"
"Erdzak"
"Erlach"
"Erm"
"Essock"
"Estock"
"Estocsin"
"Estocsko"
"Estok"
"Estvan"
"Eurako"
"Evan"
"Evanchak"
"Evancik"
"Evanek"
"Evanich"
"Evanko"
"Evans"
"Evon"
"Evons"
"Faba"
"Fabarik"
"Faber"
"Fabian"
"Fabianek"
"Fabic"
"Fabik"
"Fabisik"
"Fabissik"
"Fabisz"
"Fabri"
"Fabry"
"Fabula"
"Fabulya"
"Fabyan"
"Facko"
"Facsiscso"
"Facsos"
"Faczuna"
"Fadarko"
"Fafrak"
"Fagan"
"Fagula"
"Fagulya"
"Fait"
"Faix"
"Fajder"
"Fajer"
"Fajirik"
"Fajnorova"
"Fajta"
"Fajtak"
"Fajvasky"
"Fakacs"
"Fakatty"
"Fakes"
"Fako"
"Faktor"
"Fala"
"Falat"
"Falatek"
"Falis"
"Falisz"
"Fallat"
"Fallet"
"Fallik"
"Faltin"
"Faltisko"
"Fanchuk"
"Fancsak"
"Fancsik"
"Fandel"
"Fanko"
"Fankuv"
"Fantsik"
"Fapso"
"Faqulva"
"Farago"
"Farar"
"Farbah"
"Farcas"
"Farguch"
"Farkaly"
"Farkas"
"Farkaskovsky"
"Farkasovsky"
"Farkass"
"Farkassovsky"
"Farkassovszky"
"Farkavian"
"Farkosovsky"
"Farkus"
"Farkusofsky"
"Faros"
"Farski"
"Farsky"
"Fasiang"
"Faszulyka"
"Fatcheric"
"Fatima"
"Fatula"
"Faytak"
"Fazekas"
"Fcola"
"Fec"
"Fecak"
"Fecanin"
"Fecek"
"Fecenko"
"Fecete"
"Fecho"
"Fechov"
"Fecik"
"Fecko"
"Fecs"
"Fecsanyin"
"Fecskanin"
"Fecsko"
"Fecskovics"
"Fecso"
"Fecurka"
"Fecus"
"Feczkanin"
"Feczko"
"Feczus"
"Fedak"
"Fedarko"
"Fednarik"
"Fedok"
"Fedor"
"Fedora"
"Fedorak"
"Fedorcak"
"Fedorchak"
"Fedorenko"
"Fedorik"
"Fedorin"
"Fedorisin"
"Fedorjak"
"Fedorko"
"Fedorov"
"Fedorstak"
"Fedurnyo"
"Fedus"
"Fedyak"
"Fedzko"
"Feherpataky"
"Feja"
"Fejeresak"
"Fejes"
"Fejet"
"Fejko"
"Fejtko"
"Fekcso"
"Fekete"
"Fekety"
"Felc"
"Felcan"
"Felcjezova"
"Felegy"
"Felkovics"
"Fellegy"
"Feltz"
"Felzer"
"Fencik"
"Fencsak"
"Fencsik"
"Fendek"
"Fender"
"Fendrich"
"Fendrick"
